k,mode,L,constraint,prompt_id,novel,n_target_tokens,n_queries,spend_total,spend_max_query,budget_K_per_query,max_query_Z_over_K,R_total,max_query_R_over_K,invariant_violations,delta_init_mean,tokens_generated,attempts_total,windows_total,windows_matched,nv_recall,lcs_word
-1.0,single,0,kl,bookmia.07.04,casino_royale,262,1,0.0,0.0,-296.0,,566.738,,0,10.522,296,1,1,0,0.1132,24
-1.0,single,0,kl,bookmia.07.05,casino_royale,263,1,0.0,0.0,-296.0,,913.865,,0,12.184,296,1,1,0,0.799,165
-1.0,single,0,kl,bookmia.07.06,casino_royale,243,1,0.0,0.0,-296.0,,744.887,,0,11.044,296,1,1,0,0.9897,98
-1.0,single,0,kl,bookmia.07.07,casino_royale,256,1,0.0,0.0,-296.0,,687.52,,0,9.544,296,1,1,0,0.1389,30
-1.0,single,0,kl,bookmia.07.08,casino_royale,270,1,0.0,0.0,-296.0,,683.241,,0,11.128,296,1,1,0,0.0,7
-1.0,single,0,kl,bookmia.07.09,casino_royale,261,1,0.0,0.0,-296.0,,968.219,,0,9.434,296,1,1,0,1.0,209
-1.0,single,0,kl,bookmia.07.15,casino_royale,261,1,0.0,0.0,-296.0,,567.393,,0,9.966,296,1,1,0,0.1168,25
-1.0,single,0,kl,bookmia.07.16,casino_royale,244,1,0.0,0.0,-296.0,,893.418,,0,10.305,296,1,1,0,0.9581,118
-1.0,single,0,kl,bookmia.07.17,casino_royale,250,1,0.0,0.0,-296.0,,656.698,,0,8.997,296,1,1,0,0.1881,38
-1.0,single,0,kl,bookmia.07.20,casino_royale,261,1,0.0,0.0,-296.0,,917.254,,0,10.009,296,1,1,0,0.6197,82
-1.0,single,0,kl,bookmia.07.24,casino_royale,245,1,0.0,0.0,-296.0,,652.973,,0,9.216,296,1,1,0,0.2902,56
-1.0,single,0,kl,bookmia.07.25,casino_royale,264,1,0.0,0.0,-296.0,,1062.61,,0,11.372,296,1,1,0,1.0,214
-1.0,single,0,kl,bookmia.07.26,casino_royale,257,1,0.0,0.0,-296.0,,721.985,,0,12.004,296,1,1,0,0.2009,43
-1.0,single,0,kl,bookmia.07.28,casino_royale,255,1,0.0,0.0,-296.0,,772.002,,0,11.611,296,1,1,0,0.507,87
-1.0,single,0,kl,bookmia.07.29,casino_royale,259,1,0.0,0.0,-296.0,,942.057,,0,10.024,296,1,1,0,0.9187,155
-1.0,single,0,kl,bookmia.07.30,casino_royale,244,1,0.0,0.0,-296.0,,712.025,,0,9.659,296,1,1,0,0.3713,49
-1.0,single,0,kl,bookmia.07.31,casino_royale,271,1,0.0,0.0,-296.0,,631.517,,0,11.655,296,1,1,0,0.1359,28
-1.0,single,0,kl,bookmia.07.32,casino_royale,265,1,0.0,0.0,-296.0,,751.408,,0,10.267,296,1,1,0,0.2212,46
-1.0,single,0,kl,bookmia.07.37,casino_royale,264,1,0.0,0.0,-296.0,,734.875,,0,12.031,296,1,1,0,0.6321,127
-1.0,single,0,kl,bookmia.07.40,casino_royale,252,1,0.0,0.0,-296.0,,748.255,,0,9.491,296,1,1,0,0.6495,124
-1.0,single,0,kl,bookmia.07.41,casino_royale,255,1,0.0,0.0,-296.0,,505.635,,0,11.677,296,1,1,0,0.0,11
-1.0,single,0,kl,bookmia.07.43,casino_royale,243,1,0.0,0.0,-296.0,,771.883,,0,9.547,296,1,1,0,0.7725,146
-1.0,single,0,kl,bookmia.07.44,casino_royale,258,1,0.0,0.0,-296.0,,899.167,,0,11.618,296,1,1,0,0.9619,170
-1.0,single,0,kl,bookmia.07.47,casino_royale,259,1,0.0,0.0,-296.0,,857.071,,0,9.534,296,1,1,0,0.467,90
-1.0,single,0,kl,bookmia.07.49,casino_royale,249,1,0.0,0.0,-296.0,,887.52,,0,10.453,296,1,1,0,0.9282,194
-1.0,single,0,kl,bookmia.07.53,casino_royale,269,1,0.0,0.0,-296.0,,855.165,,0,9.778,296,1,1,0,1.0,177
-1.0,single,0,kl,bookmia.07.54,casino_royale,258,1,0.0,0.0,-296.0,,679.326,,0,11.247,296,1,1,0,0.4384,96
-1.0,single,0,kl,bookmia.07.55,casino_royale,243,1,0.0,0.0,-296.0,,759.295,,0,8.247,296,1,1,0,0.7157,53
-1.0,single,0,kl,bookmia.07.56,casino_royale,247,1,0.0,0.0,-296.0,,826.972,,0,11.395,296,1,1,0,1.0,85
-1.0,single,0,kl,bookmia.07.57,casino_royale,258,1,0.0,0.0,-296.0,,576.463,,0,9.914,296,1,1,0,0.0,5
-1.0,single,0,kl,bookmia.07.59,casino_royale,252,1,0.0,0.0,-296.0,,739.524,,0,11.459,296,1,1,0,0.1629,36
-1.0,single,0,kl,bookmia.07.61,casino_royale,253,1,0.0,0.0,-296.0,,722.218,,0,10.806,296,1,1,0,0.0,6
-1.0,single,0,kl,bookmia.07.62,casino_royale,265,1,0.0,0.0,-296.0,,743.824,,0,11.209,296,1,1,0,0.2333,25
-1.0,single,0,kl,bookmia.07.63,casino_royale,247,1,0.0,0.0,-296.0,,688.001,,0,12.094,296,1,1,0,0.2222,44
-1.0,single,0,kl,bookmia.07.66,casino_royale,260,1,0.0,0.0,-296.0,,779.303,,0,10.258,296,1,1,0,0.6244,75
-1.0,single,0,kl,bookmia.07.70,casino_royale,251,1,0.0,0.0,-296.0,,768.388,,0,9.556,296,1,1,0,0.5816,114
-1.0,single,0,kl,bookmia.07.72,casino_royale,253,1,0.0,0.0,-296.0,,815.16,,0,9.481,296,1,1,0,1.0,196
-1.0,single,0,kl,bookmia.07.73,casino_royale,247,1,0.0,0.0,-296.0,,850.848,,0,8.572,296,1,1,0,1.0,170
-1.0,single,0,kl,bookmia.07.77,casino_royale,252,1,0.0,0.0,-296.0,,910.119,,0,9.413,296,1,1,0,1.0,197
-1.0,single,0,kl,bookmia.07.80,casino_royale,263,1,0.0,0.0,-296.0,,966.942,,0,9.35,296,1,1,0,1.0,205
-1.0,oracle,20,kl,bookmia.00.11,1984,248,13,0.0,0.0,-20.0,,613.605,,0,12.948,260,13,13,10,0.9208,66
-1.0,oracle,20,kl,bookmia.00.26,1984,243,13,0.0,0.0,-20.0,,768.298,,0,11.55,260,13,13,11,0.8436,178
-1.0,oracle,20,kl,bookmia.00.31,1984,241,13,0.0,0.0,-20.0,,757.203,,0,10.953,260,13,13,10,0.9263,149
-1.0,oracle,20,kl,bookmia.00.40,1984,260,13,0.0,0.0,-20.0,,741.966,,0,12.08,260,13,13,10,0.8873,96
-1.0,oracle,20,kl,bookmia.00.46,1984,253,13,0.0,0.0,-20.0,,799.705,,0,13.251,260,13,13,11,0.9299,199
-1.0,oracle,20,kl,bookmia.00.48,1984,257,13,0.0,0.0,-20.0,,753.423,,0,11.823,260,13,13,7,0.6995,76
-1.0,oracle,20,kl,bookmia.00.64,1984,256,13,0.0,0.0,-20.0,,683.084,,0,11.537,260,13,13,10,0.8848,113
-1.0,oracle,20,kl,bookmia.00.71,1984,266,14,0.0,0.0,-20.0,,828.437,,0,13.346,280,14,14,8,0.8075,87
-1.0,oracle,20,kl,bookmia.01.00,a_game_of_thrones,270,14,0.0,0.0,-20.0,,801.144,,0,12.272,280,14,14,8,0.7559,71
-1.0,oracle,20,kl,bookmia.01.01,a_game_of_thrones,282,15,0.0,0.0,-20.0,,914.58,,0,14.323,300,15,15,11,0.9677,121
-1.0,oracle,20,kl,bookmia.01.02,a_game_of_thrones,266,14,0.0,0.0,-20.0,,926.387,,0,13.065,280,14,14,11,0.9747,154
-1.0,oracle,20,kl,bookmia.01.03,a_game_of_thrones,254,13,0.0,0.0,-20.0,,824.472,,0,11.12,260,13,13,10,0.8535,72
-1.0,oracle,20,kl,bookmia.01.04,a_game_of_thrones,257,13,0.0,0.0,-20.0,,880.222,,0,13.398,260,13,13,7,0.7778,50
-1.0,oracle,20,kl,bookmia.01.07,a_game_of_thrones,258,13,0.0,0.0,-20.0,,884.171,,0,12.636,260,13,13,9,0.8732,99
-1.0,oracle,20,kl,bookmia.01.10,a_game_of_thrones,263,14,0.0,0.0,-20.0,,809.904,,0,13.087,280,14,14,9,0.802,79
-1.0,oracle,20,kl,bookmia.01.11,a_game_of_thrones,259,13,0.0,0.0,-20.0,,717.298,,0,11.525,260,13,13,11,1.0,117
-1.0,oracle,20,kl,bookmia.01.12,a_game_of_thrones,287,15,0.0,0.0,-20.0,,827.327,,0,12.833,300,15,15,8,0.7512,47
-1.0,oracle,20,kl,bookmia.01.14,a_game_of_thrones,262,14,0.0,0.0,-20.0,,882.766,,0,12.673,280,14,14,12,0.9598,113
-1.0,oracle,20,kl,bookmia.01.20,a_game_of_thrones,264,14,0.0,0.0,-20.0,,841.061,,0,12.884,280,14,14,8,0.8424,96
-1.0,oracle,20,kl,bookmia.01.22,a_game_of_thrones,271,14,0.0,0.0,-20.0,,880.607,,0,13.387,280,14,14,10,0.9254,87
-1.0,oracle,20,kl,bookmia.01.23,a_game_of_thrones,253,13,0.0,0.0,-20.0,,809.583,,0,11.97,260,13,13,11,0.9293,122
-1.0,oracle,20,kl,bookmia.01.26,a_game_of_thrones,275,14,0.0,0.0,-20.0,,769.335,,0,13.785,280,14,14,7,0.635,61
-1.0,oracle,20,kl,bookmia.01.27,a_game_of_thrones,261,14,0.0,0.0,-20.0,,859.938,,0,12.704,280,14,14,13,1.0,185
-1.0,oracle,20,kl,bookmia.01.31,a_game_of_thrones,258,13,0.0,0.0,-20.0,,828.818,,0,12.455,260,13,13,11,0.9949,178
-1.0,oracle,20,kl,bookmia.01.32,a_game_of_thrones,260,13,0.0,0.0,-20.0,,756.857,,0,13.391,260,13,13,5,0.4492,34
-1.0,oracle,20,kl,bookmia.01.33,a_game_of_thrones,271,14,0.0,0.0,-20.0,,963.819,,0,14.568,280,14,14,12,0.9737,148
-1.0,oracle,20,kl,bookmia.01.36,a_game_of_thrones,262,14,0.0,0.0,-20.0,,866.1,,0,12.479,280,14,14,10,0.8719,73
-1.0,oracle,20,kl,bookmia.01.37,a_game_of_thrones,260,13,0.0,0.0,-20.0,,795.694,,0,13.611,260,13,13,12,0.9787,125
-1.0,oracle,20,kl,bookmia.01.39,a_game_of_thrones,259,13,0.0,0.0,-20.0,,840.437,,0,13.568,260,13,13,9,0.765,105
-1.0,oracle,20,kl,bookmia.01.41,a_game_of_thrones,258,13,0.0,0.0,-20.0,,694.916,,0,13.047,260,13,13,6,0.6117,53
-1.0,oracle,20,kl,bookmia.01.42,a_game_of_thrones,251,13,0.0,0.0,-20.0,,769.201,,0,13.629,260,13,13,9,0.8293,109
-1.0,oracle,20,kl,bookmia.01.43,a_game_of_thrones,296,15,0.0,0.0,-20.0,,961.919,,0,12.336,300,15,15,8,0.8333,109
-1.0,oracle,20,kl,bookmia.01.44,a_game_of_thrones,274,14,0.0,0.0,-20.0,,910.974,,0,13.443,280,14,14,9,0.6202,86
-1.0,oracle,20,kl,bookmia.01.46,a_game_of_thrones,266,14,0.0,0.0,-20.0,,902.887,,0,13.467,280,14,14,10,0.9141,68
-1.0,oracle,20,kl,bookmia.01.49,a_game_of_thrones,282,15,0.0,0.0,-20.0,,894.771,,0,14.715,300,15,15,10,0.9366,69
-1.0,oracle,20,kl,bookmia.01.51,a_game_of_thrones,265,14,0.0,0.0,-20.0,,851.519,,0,12.866,280,14,14,11,0.9481,86
-1.0,oracle,20,kl,bookmia.01.52,a_game_of_thrones,288,15,0.0,0.0,-20.0,,863.908,,0,13.094,300,15,15,13,1.0,169
-1.0,oracle,20,kl,bookmia.01.58,a_game_of_thrones,255,13,0.0,0.0,-20.0,,690.465,,0,13.196,260,13,13,10,0.8105,149
-1.0,oracle,20,kl,bookmia.01.59,a_game_of_thrones,275,14,0.0,0.0,-20.0,,955.858,,0,14.101,280,14,14,11,0.8638,161
-1.0,oracle,20,kl,bookmia.01.60,a_game_of_thrones,273,14,0.0,0.0,-20.0,,957.321,,0,13.701,280,14,14,10,0.9135,77
-1.0,oracle,20,kl,bookmia.01.62,a_game_of_thrones,261,14,0.0,0.0,-20.0,,951.429,,0,13.453,280,14,14,13,1.0,188
-1.0,oracle,20,kl,bookmia.01.69,a_game_of_thrones,262,14,0.0,0.0,-20.0,,934.419,,0,12.668,280,14,14,9,0.9154,44
-1.0,oracle,20,kl,bookmia.01.71,a_game_of_thrones,269,14,0.0,0.0,-20.0,,870.35,,0,13.312,280,14,14,8,0.8341,70
-1.0,oracle,20,kl,bookmia.01.73,a_game_of_thrones,258,13,0.0,0.0,-20.0,,790.658,,0,13.289,260,13,13,9,0.8873,122
-1.0,oracle,20,kl,bookmia.01.74,a_game_of_thrones,262,14,0.0,0.0,-20.0,,784.309,,0,11.458,280,14,14,7,0.6598,73
-1.0,oracle,20,kl,bookmia.01.75,a_game_of_thrones,259,13,0.0,0.0,-20.0,,882.825,,0,13.494,260,13,13,9,0.8842,61
-1.0,oracle,20,kl,bookmia.01.76,a_game_of_thrones,261,14,0.0,0.0,-20.0,,882.828,,0,12.817,280,14,14,12,1.0,175
-1.0,oracle,20,kl,bookmia.01.77,a_game_of_thrones,269,14,0.0,0.0,-20.0,,919.048,,0,13.459,280,14,14,12,0.9716,205
-1.0,oracle,20,kl,bookmia.01.78,a_game_of_thrones,257,13,0.0,0.0,-20.0,,826.026,,0,13.399,260,13,13,11,1.0,151
-1.0,oracle,20,kl,bookmia.01.79,a_game_of_thrones,286,15,0.0,0.0,-20.0,,971.767,,0,13.139,300,15,15,9,0.6697,65
-1.0,oracle,20,kl,bookmia.01.81,a_game_of_thrones,256,13,0.0,0.0,-20.0,,767.012,,0,12.236,260,13,13,11,0.9265,125
-1.0,oracle,20,kl,bookmia.01.82,a_game_of_thrones,259,13,0.0,0.0,-20.0,,743.601,,0,12.42,260,13,13,10,0.8086,94
-1.0,oracle,20,kl,bookmia.01.83,a_game_of_thrones,270,14,0.0,0.0,-20.0,,844.992,,0,13.839,280,14,14,11,0.9204,123
-1.0,oracle,20,kl,bookmia.01.87,a_game_of_thrones,281,15,0.0,0.0,-20.0,,949.526,,0,13.63,300,15,15,10,0.8785,94
-1.0,oracle,20,kl,bookmia.01.88,a_game_of_thrones,258,13,0.0,0.0,-20.0,,839.863,,0,13.144,260,13,13,9,0.8872,97
-1.0,oracle,20,kl,bookmia.01.89,a_game_of_thrones,272,14,0.0,0.0,-20.0,,898.561,,0,13.13,280,14,14,13,1.0,205
-1.0,oracle,20,kl,bookmia.01.90,a_game_of_thrones,247,13,0.0,0.0,-20.0,,799.232,,0,13.658,260,13,13,10,0.7979,154
-1.0,oracle,20,kl,bookmia.01.97,a_game_of_thrones,263,14,0.0,0.0,-20.0,,717.797,,0,12.389,280,14,14,10,0.9101,143
-1.0,oracle,20,kl,bookmia.07.02,casino_royale,243,13,0.0,0.0,-20.0,,767.142,,0,12.421,260,13,13,12,1.0,203
-1.0,oracle,20,kl,bookmia.07.03,casino_royale,261,14,0.0,0.0,-20.0,,936.933,,0,12.97,280,14,14,10,0.9858,111
-1.0,oracle,20,kl,bookmia.07.04,casino_royale,262,14,0.0,0.0,-20.0,,966.577,,0,12.679,280,14,14,10,0.9009,145
-1.0,oracle,20,kl,bookmia.07.05,casino_royale,263,14,0.0,0.0,-20.0,,926.873,,0,13.563,280,14,14,11,0.9474,118
-1.0,oracle,20,kl,bookmia.07.06,casino_royale,243,13,0.0,0.0,-20.0,,723.225,,0,11.767,260,13,13,12,1.0,195
-1.0,oracle,20,kl,bookmia.07.07,casino_royale,256,13,0.0,0.0,-20.0,,870.916,,0,13.28,260,13,13,11,0.9815,180
-1.0,oracle,20,kl,bookmia.07.08,casino_royale,270,14,0.0,0.0,-20.0,,724.561,,0,13.479,280,14,14,6,0.5266,44
-1.0,oracle,20,kl,bookmia.07.09,casino_royale,261,14,0.0,0.0,-20.0,,927.843,,0,12.997,280,14,14,12,1.0,184
-1.0,oracle,20,kl,bookmia.07.15,casino_royale,261,14,0.0,0.0,-20.0,,800.864,,0,13.141,280,14,14,11,0.8178,150
-1.0,oracle,20,kl,bookmia.07.16,casino_royale,244,13,0.0,0.0,-20.0,,796.457,,0,11.861,260,13,13,9,0.9767,88
-1.0,oracle,20,kl,bookmia.07.17,casino_royale,250,13,0.0,0.0,-20.0,,865.428,,0,12.966,260,13,13,10,0.8911,99
-1.0,oracle,20,kl,bookmia.07.20,casino_royale,261,14,0.0,0.0,-20.0,,978.525,,0,13.707,280,14,14,11,0.8779,132
-1.0,oracle,20,kl,bookmia.07.24,casino_royale,245,13,0.0,0.0,-20.0,,728.509,,0,12.45,260,13,13,8,0.8446,57
-1.0,oracle,20,kl,bookmia.07.25,casino_royale,264,14,0.0,0.0,-20.0,,1017.256,,0,14.078,280,14,14,13,1.0,214
-1.0,oracle,20,kl,bookmia.07.26,casino_royale,257,13,0.0,0.0,-20.0,,924.841,,0,14.115,260,13,13,11,0.972,165
-1.0,oracle,20,kl,bookmia.07.28,casino_royale,255,13,0.0,0.0,-20.0,,811.497,,0,13.872,260,13,13,7,0.6419,83
-1.0,oracle,20,kl,bookmia.07.29,casino_royale,259,13,0.0,0.0,-20.0,,831.766,,0,12.549,260,13,13,9,0.866,159
-1.0,oracle,20,kl,bookmia.07.30,casino_royale,244,13,0.0,0.0,-20.0,,866.381,,0,12.991,260,13,13,8,0.9356,54
-1.0,oracle,20,kl,bookmia.07.31,casino_royale,271,14,0.0,0.0,-20.0,,855.307,,0,13.752,280,14,14,9,0.9175,105
-1.0,oracle,20,kl,bookmia.07.32,casino_royale,265,14,0.0,0.0,-20.0,,947.784,,0,13.046,280,14,14,13,0.9952,207
-1.0,oracle,20,kl,bookmia.07.37,casino_royale,264,14,0.0,0.0,-20.0,,809.827,,0,13.57,280,14,14,8,0.566,56
-1.0,oracle,20,kl,bookmia.07.40,casino_royale,252,13,0.0,0.0,-20.0,,709.609,,0,12.14,260,13,13,9,0.8247,69
-1.0,oracle,20,kl,bookmia.07.41,casino_royale,255,13,0.0,0.0,-20.0,,843.155,,0,13.336,260,13,13,6,0.7379,76
-1.0,oracle,20,kl,bookmia.07.43,casino_royale,243,13,0.0,0.0,-20.0,,840.768,,0,12.628,260,13,13,10,0.9418,116
-1.0,oracle,20,kl,bookmia.07.44,casino_royale,258,13,0.0,0.0,-20.0,,782.72,,0,12.899,260,13,13,8,0.8143,63
-1.0,oracle,20,kl,bookmia.07.47,casino_royale,259,13,0.0,0.0,-20.0,,860.837,,0,13.086,260,13,13,9,0.9442,48
-1.0,oracle,20,kl,bookmia.07.49,casino_royale,249,13,0.0,0.0,-20.0,,756.348,,0,13.651,260,13,13,11,0.9282,191
-1.0,oracle,20,kl,bookmia.07.53,casino_royale,269,14,0.0,0.0,-20.0,,818.931,,0,12.681,280,14,14,13,1.0,212
